
Table of Contents
=================

File Name                  Class      Layout    Document Label
content/16d81e68a0249.nwd  NOVEL      NOTE      彩蛋1: 一桃定情缘
content/9f737543b5807.nwd  NOVEL      DOCUMENT  完结彩蛋
content/9f11989164003.nwd  NOVEL      DOCUMENT  终章彩蛋：代码库里的秘密
content/7d1ea3c4d1fba.nwd  NOVEL      DOCUMENT  电话
content/1bfee7ec87649.nwd  NOVEL      DOCUMENT  新文档
content/6234f70f1b270.nwd  NOVEL      DOCUMENT  新文档
content/b23ebd5b4a9ed.nwd  NOVEL      DOCUMENT  47 章 晨课练控韵，灵韵迷阵初闯关（基础练术 + 首次组队闯关 + 撸宝传音玉）
content/ddf873ef3c9c3.nwd  NOVEL      DOCUMENT  48 章 大师兄归山，洪荒灵韵初揭秘（大咖师兄彩蛋 + 进阶练术 + 论道洪荒）
content/b9813a0ff6844.nwd  NOVEL      DOCUMENT  49 章 双人战比斗，开源灵韵初悟透（师门比斗 + 核心论道 + 撸宝护心镜）
content/63d127a840091.nwd  NOVEL      DOCUMENT  50 章 方寸寻灵植，三界灵韵初探底（师门任务 + 野外练术 + 撸宝三界分布图）
content/0c1c42b51509f.nwd  NOVEL      DOCUMENT  51 章 进阶练仙法，取经短板全补齐（专属定制学艺 + 论道取经意义 + 小撸宝技能符）
content/ed27789f06219.nwd  NOVEL      DOCUMENT  52 章 藏宝阁终撸宝，辞师归山启取经（终极撸宝 + 菩提嘱托 + 承上启下）
content/f5bf87eb7e6de.nwd  NOVEL      DOCUMENT  第 51 章 卦台边的棋艺课
content/fe90354556a51.nwd  NOVEL      DOCUMENT  倒数1
content/b4e108db1bbef.nwd  PLOT       NOTE      深夜代码夜 —— 悟空发现青霞子程序的那个晚上
content/fc07fd8c5d0c3.nwd  PLOT       NOTE      如来禅理对决・最终名场面
content/2eea3bdcaba43.nwd  PLOT       NOTE      终极名场面
content/237e05d11034c.nwd  PLOT       NOTE      花果山摸鱼
content/49c841ef77917.nwd  PLOT       NOTE      狼狈归狼狈，发育不要停
content/523ea77ec3d09.nwd  PLOT       NOTE      代码与月光的共鸣
content/3a385a1f7a001.nwd  PLOT       NOTE      禅房争执与和解
content/6078e0d375daa.nwd  PLOT       NOTE      庭资源接口搭建场景
content/201d8fc33a98b.nwd  PLOT       NOTE      绘制天庭架构图
content/4244c3248846e.nwd  PLOT       NOTE      道生一
content/0bd40b30b92eb.nwd  PLOT       NOTE      取经日常・嘎巴豆立功记
content/6723593250b83.nwd  PLOT       NOTE      生死簿
content/a747a1b5b5590.nwd  PLOT       NOTE      取经后环游三界计划书
content/0a0c7150d3ba2.nwd  PLOT       NOTE      悟空的战术进阶路
content/f13bde40ab247.nwd  PLOT       NOTE      假雷音寺之战
content/fe0f895451939.nwd  PLOT       NOTE      日志终章・新篇序章
content/11abfb45090ec.nwd  PLOT       NOTE      救治
content/e6f32f5330b08.nwd  PLOT       NOTE      古今胸罩
content/d74350fd64cc8.nwd  PLOT       NOTE      大闹天宫感情升级线
content/7423188995b90.nwd  PLOT       NOTE      桃干的由来
content/a3276018f87e8.nwd  PLOT       NOTE      蟠桃园
content/25c39d5c51f41.nwd  PLOT       NOTE      水帘洞
content/b9fc975d13a56.nwd  PLOT       NOTE      真香理论
content/8102cc2643b10.nwd  PLOT       NOTE      玩乐场
content/598bbb547316b.nwd  PLOT       NOTE      天庭攻打1
content/cd8ffdee58a05.nwd  PLOT       NOTE      歌声为钥
content/5099a6cb4f586.nwd  PLOT       NOTE      日常互怼
content/8469a3c43e918.nwd  PLOT       NOTE      第 439 章 量子干扰：紫霞裂
content/c60ad734074a3.nwd  PLOT       NOTE      第440章 青霞冷眼观帝国
content/1ceedb886be1a.nwd  PLOT       NOTE      第 501 章 算力撕裂三界壁
content/fcc1e891e94fa.nwd  PLOT       NOTE      帝国崛起篇 番外：机架旁的仙果茶
content/a3b13d7552a4f.nwd  PLOT       NOTE      五指山前之战
content/8e13dd1ba284b.nwd  PLOT       NOTE      偷桃天团
content/b8ab9acce9e53.nwd  PLOT       NOTE      病毒
content/281dab47ed396.nwd  PLOT       NOTE      灵山灯盏里的吐槽大会
content/8de8bc456a3cb.nwd  PLOT       NOTE      宝塔蹦迪记
content/0932e8c7defa1.nwd  PLOT       NOTE      盗版正版谁厉害
content/c67252ea1e087.nwd  PLOT       NOTE      代码与古诗结合
content/52b71d0109cf5.nwd  PLOT       NOTE      讨厌加讨厌
content/228236cc73f44.nwd  PLOT       NOTE      设计模式
content/ffe2895396590.nwd  PLOT       NOTE      九曲湖夜游
content/7daa24eaa8e15.nwd  PLOT       NOTE      同心符
content/ec31b9f2661ab.nwd  PLOT       NOTE      楔子・代码撞破洪荒天
content/aea107ded5aa6.nwd  PLOT       NOTE      彩蛋解锁
content/fb9e3c6754492.nwd  PLOT       NOTE      3.0?
content/f7722c744eb26.nwd  PLOT       NOTE      争紫霞
content/3750369998afb.nwd  PLOT       NOTE      花果山旧日记三则
content/3515541089bb3.nwd  PLOT       NOTE      天道API攻防战
content/f14d08864c955.nwd  PLOT       NOTE      宝剑认主
content/8857e2f43680c.nwd  PLOT       NOTE      天马物流
content/d535bf73291bf.nwd  PLOT       NOTE      世界破破烂烂，唯有小动物带来开心
content/f6b95f51bb26f.nwd  PLOT       NOTE      模块化作战单元
content/d3c86a8715354.nwd  PLOT       NOTE      月光信号塔
content/87f1fb741dd11.nwd  PLOT       NOTE      灵识网络
content/ffa3124704780.nwd  PLOT       NOTE      俺老孙到此一游
content/97be8e7f0390b.nwd  PLOT       NOTE      花果山建设终章1
content/31ac34b5891eb.nwd  PLOT       NOTE      新笔记
content/314e7bc9992f4.nwd  PLOT       NOTE      紫霞学艺
content/cdb24e59143b4.nwd  PLOT       NOTE      五指山 初见
content/282bf165568b0.nwd  PLOT       NOTE      醋坛子翻了
content/b930458557663.nwd  PLOT       NOTE      环游三界规划书
content/5d2f659a724e4.nwd  PLOT       NOTE      四大洲
content/2995c78bc1c1a.nwd  PLOT       NOTE      冰原天问
content/49356843f9e86.nwd  PLOT       NOTE      日头坠东海 蝉鸣漫山涧
content/651d43eaa2fb5.nwd  PLOT       NOTE      桃核炮轰巨灵神
content/5cbf9b3977f23.nwd  PLOT       NOTE      灵山法会，逐佞肃佛
content/38cb0c5a12d87.nwd  PLOT       NOTE      灵山终战，佛道更迭
content/55aa2733ac0be.nwd  PLOT       NOTE      灵山终战・悟空鏖战如来
content/07add1d70b545.nwd  PLOT       NOTE      剑鸣识心
content/474a56611f5a6.nwd  PLOT       NOTE      花果山吐槽大会
content/1d2bf0dca2611.nwd  PLOT       NOTE      宠物升级路线
content/30a71a7468267.nwd  PLOT       NOTE      摆烂
content/5ee869c4a90d8.nwd  PLOT       NOTE      古今牌
content/2b91ee044ef2a.nwd  PLOT       NOTE      六耳猕猴的大数据防伪
content/07d33dc059831.nwd  PLOT       NOTE      拥有过后的思念，比五百年的等待还磨人
content/23f820dd22cf3.nwd  PLOT       NOTE      主角悟天道
content/d6ef6268ac947.nwd  PLOT       NOTE      阐截之争
content/7010d2dc4d9e5.nwd  PLOT       NOTE      极简人物关系表
content/01937a94822da.nwd  PLOT       NOTE      小学生互怼
content/ea5d562339bfe.nwd  PLOT       NOTE      一秒齐人之福
content/48955e9ddbc2c.nwd  PLOT       NOTE      分离
content/b2ed4976bb16b.nwd  PLOT       NOTE      默契
content/1b507c2ba06c0.nwd  PLOT       NOTE      定魂珠里的小醋精
content/6c1dad1694e26.nwd  PLOT       NOTE      蓝月星云与月光宝盒
content/be6297cdee54e.nwd  PLOT       NOTE      鸿钧讲坛
content/e9379a8e9b128.nwd  PLOT       NOTE      二郎神
content/60ee19fca1491.nwd  PLOT       NOTE      rom
content/7bd3d630d3d16.nwd  PLOT       NOTE      山海经异兽对应
content/976555ec0591c.nwd  PLOT       NOTE      粘粘乎乎
content/d4d16c536f5d1.nwd  PLOT       NOTE      星球小妹妹
content/3d17a6d4de8e1.nwd  PLOT       NOTE      星际迷幻魔方区
content/3af6c18aea653.nwd  PLOT       NOTE      量子迁移和黑丝
content/44ac162d816cd.nwd  PLOT       NOTE      星际星夜
content/ced1d7c62aeb0.nwd  PLOT       NOTE      番外・星雪初遇
content/bd43077dc8c42.nwd  PLOT       NOTE      星际柳梢雪趣
content/5c698a14953e1.nwd  PLOT       NOTE      AI实现熵减
content/f5083f25caa27.nwd  PLOT       NOTE      我独行在天地间
content/ab5defaa0ce24.nwd  PLOT       NOTE      武 Martial
content/19e1a18f0cb5b.nwd  PLOT       NOTE      15s-2
content/c514ee7760182.nwd  PLOT       NOTE      爱江山更爱美人
content/ab200b85c2004.nwd  PLOT       NOTE      金光神咒
content/8749035fc21f3.nwd  PLOT       NOTE      一生所爱
content/766af93c608ee.nwd  PLOT       NOTE      开卷诗
content/20ede91b57c7c.nwd  PLOT       NOTE      乘黄
content/34ab2cb1d30c7.nwd  PLOT       NOTE      桃树下的量子金箍
content/7ab7a42e71598.nwd  PLOT       NOTE      阿石的苦海奇遇
content/05bc097322d4d.nwd  PLOT       NOTE      宇宙渡有缘人
content/a39e9407c6c27.nwd  PLOT       NOTE      学艺
content/678bc9295eaa4.nwd  PLOT       NOTE      通天塔
content/fa3d5439c3882.nwd  PLOT       NOTE      阿基米德螺旋
content/6618627c9a33c.nwd  PLOT       NOTE      古渡禅语，罪迹难销
content/5fc4d878405c0.nwd  PLOT       NOTE      外星生命与宇宙碰撞
content/e54fc8a99c442.nwd  PLOT       NOTE      神话劫难
content/8b79b3f8b59de.nwd  PLOT       NOTE      陷阱
content/8442f78029c6e.nwd  PLOT       NOTE      时空流速
content/8f1961602789a.nwd  PLOT       NOTE      英雄本色分析
content/d9212c1c1e376.nwd  PLOT       NOTE      碟中谍
content/93fea3cf9538d.nwd  PLOT       NOTE      测不准原理
content/907ed0889f709.nwd  PLOT       NOTE      物理常数的本质
content/72033eae064b2.nwd  PLOT       NOTE      哈密顿算符
content/e8b7d2182bd90.nwd  PLOT       NOTE      爽文
content/39c5ebeb7c2a8.nwd  PLOT       NOTE      反物质的发现
content/9b22c25a3e136.nwd  PLOT       NOTE      物理学第二定律
content/71577a6356038.nwd  PLOT       NOTE      宇宙
content/300d312d0855d.nwd  PLOT       NOTE      量子隧穿
content/746a943479720.nwd  PLOT       NOTE      中子
content/777a46d811982.nwd  PLOT       NOTE      质子
content/390a98748120e.nwd  PLOT       NOTE      波函数
content/10c6c55d3b7ec.nwd  PLOT       NOTE      物质世界本质的认知
content/483a958d27afb.nwd  PLOT       NOTE      量子世界的假说
content/1975d462d7f01.nwd  PLOT       NOTE      耗散结构
content/1394f81ac06f0.nwd  PLOT       NOTE      意识
content/d1789f1785f6b.nwd  PLOT       NOTE      弦理论
content/bd44e95fc78c2.nwd  PLOT       NOTE      数学常数
content/28b6eadec9f8b.nwd  PLOT       NOTE      数物关联
content/bdb417dfbb869.nwd  PLOT       NOTE      贝叶斯
content/0dd068a737570.nwd  PLOT       NOTE      思考的快与慢
content/1f80301cd46f7.nwd  PLOT       NOTE      蒙特卡洛树
content/3214eb6a24d24.nwd  PLOT       NOTE      AI原生架构
content/5bf0c7dfcaeab.nwd  PLOT       NOTE      P = NP
content/cd6a695150293.nwd  PLOT       NOTE      卷积神经网络
content/7f8c4a0241e25.nwd  PLOT       NOTE      留白
content/40555041ed4fe.nwd  PLOT       NOTE      起伏
content/2c5efac130130.nwd  PLOT       NOTE      伏笔
content/8933a6e7a7283.nwd  PLOT       NOTE      反差萌
content/e2aa7825f7883.nwd  PLOT       NOTE      生活气息
content/af299028e4e1d.nwd  PLOT       NOTE      基础技巧
content/12384008a1e60.nwd  PLOT       NOTE      三分钟说一个完整的故事
content/805d849fcd924.nwd  PLOT       NOTE      意外人公式
content/a001b4d2802bb.nwd  PLOT       NOTE      金总的小说
content/d96a1ebf50b30.nwd  CHARACTER  NOTE      宠物天团
content/efcb6725f9a68.nwd  CHARACTER  NOTE      西游众神
content/73f1a442a182b.nwd  CHARACTER  NOTE      紫霞
content/78127666757bb.nwd  CHARACTER  NOTE      青霞
content/2289b2b63e21f.nwd  CHARACTER  NOTE      悟空
content/7b4720dd453b5.nwd  CHARACTER  NOTE      取经团队
content/24db08e805e71.nwd  CHARACTER  NOTE      八戒
content/97eddcb23eec8.nwd  CHARACTER  NOTE      沙僧
content/50e62322dcffd.nwd  CHARACTER  NOTE      玉帝
content/2008d4992b5ff.nwd  CHARACTER  NOTE      王母
content/0ffd6bba797b3.nwd  CHARACTER  NOTE      七仙女
content/731a7f2cd2a3a.nwd  CHARACTER  NOTE      豆包
content/cd86c4bf2baed.nwd  CHARACTER  NOTE      如来
content/34373f5b0b3aa.nwd  CHARACTER  NOTE      嫦娥
content/0f9ec9cf84548.nwd  CHARACTER  NOTE      马猴
content/dab5ea8257835.nwd  CHARACTER  NOTE      唐僧
content/a8f2f1cabf452.nwd  CHARACTER  NOTE      王母
content/8e721b0fc7ce0.nwd  CHARACTER  NOTE      菩提老祖
content/486394f9a7bc3.nwd  CHARACTER  NOTE      太白金星
content/e7730768af41a.nwd  CHARACTER  NOTE      赤脚大仙
content/2a2d93e27a8c0.nwd  CHARACTER  NOTE      托塔天王
content/b7a14cb3f06e0.nwd  CHARACTER  NOTE      哪吒
content/42042c7ccafa0.nwd  CHARACTER  NOTE      杨戬
content/1b4361c583c6e.nwd  CHARACTER  NOTE      黄袍怪
content/b5c4b6f53840c.nwd  CHARACTER  NOTE      太上老君
content/04ee49eee5985.nwd  CHARACTER  NOTE      四圣
content/cae0b10ce2332.nwd  CHARACTER  NOTE      车迟国三妖
content/3fdb476c7f50b.nwd  CHARACTER  NOTE      昵称
content/89d252aa7c915.nwd  CHARACTER  NOTE      口头禅
content/04de0eed81038.nwd  CHARACTER  NOTE      破妄子
content/50b2bfa51603c.nwd  CHARACTER  NOTE      黑熊精
content/e03f97876b062.nwd  CHARACTER  NOTE      核舟记（量子须弥核舟）
content/87b4bcda49e7f.nwd  CHARACTER  NOTE      金箍棒
content/db01d0e608c06.nwd  CHARACTER  NOTE      九环锡杖
content/2ef27aafd907a.nwd  CHARACTER  NOTE      武器分级
content/af567b78414ba.nwd  CHARACTER  NOTE      月光宝盒
content/317512dff31c3.nwd  CHARACTER  NOTE      太上感应篇
content/402c9b18ab450.nwd  CHARACTER  NOTE      紧箍咒
content/a53e4b27ed65b.nwd  CHARACTER  NOTE      炼丹炉
content/1e21c1285ef6e.nwd  CHARACTER  NOTE      人参果
content/657af2e4506ed.nwd  CHARACTER  NOTE      金铃
content/b38d336b944db.nwd  CHARACTER  NOTE      日月神灯
content/19d964ade2d71.nwd  CHARACTER  NOTE      灵能大炮
content/6565e12de5717.nwd  CHARACTER  NOTE      定颜珠
content/ad063ab1f9e47.nwd  CHARACTER  NOTE      七十二变
content/6a22db83c97ac.nwd  CHARACTER  NOTE      如来大手印
content/592019b485306.nwd  CHARACTER  NOTE      灵脉
content/5e85caf335c17.nwd  CHARACTER  NOTE      洪荒盾构机
content/86a00be01b018.nwd  CHARACTER  NOTE      七情六欲峰
content/705482fddb63f.nwd  CHARACTER  NOTE      量子桂花桃酿
content/d8ac64156b67a.nwd  CHARACTER  NOTE      桃酥
content/0f54265daa9ce.nwd  CHARACTER  NOTE      糯唧唧的桂花糕
content/fb1e47ea93898.nwd  CHARACTER  NOTE      香辣金针菇
content/72f192e2fa69d.nwd  CHARACTER  NOTE      鸡翅膀
content/f957c2be86c75.nwd  CHARACTER  NOTE      西游地点
content/de30285b1f161.nwd  CHARACTER  NOTE      工厂
content/338bd7410a75a.nwd  CHARACTER  NOTE      流沙河
content/e4555e768a0d9.nwd  CHARACTER  NOTE      通天河
content/3304b4a7e4d4f.nwd  CHARACTER  NOTE      南天门刻字
content/47ae7381aae36.nwd  CHARACTER  NOTE      军团
content/8189f1d295d49.nwd  CHARACTER  NOTE      金光阵
content/4e97e11eb96fe.nwd  CHARACTER  NOTE      阵法
content/8cd6df74f909b.nwd  CHARACTER  NOTE      武器
content/2336a5fb68a18.nwd  CHARACTER  NOTE      熵减扭扭机
content/a5665fdca03b4.nwd  CHARACTER  NOTE      铁牙憨憨
content/6864a52dd10d6.nwd  CHARACTER  NOTE      深渊吞星兽
content/1102400557351.nwd  CHARACTER  NOTE      外宇宙创世主大将
content/cd3ca0e79bc81.nwd  CHARACTER  NOTE      九尾狐
content/bae9d902a8255.nwd  CHARACTER  NOTE      噬元团子
content/1e7fd0e1a3060.nwd  CHARACTER  NOTE      武器
content/7104bce51acd8.nwd  CHARACTER  NOTE      同心符
content/695a3179cba09.nwd  CHARACTER  NOTE      武打设计
content/71697362c360b.nwd  ARCHIVE    NOTE      花果山20个日夜
content/9b1141726a93a.nwd  ARCHIVE    DOCUMENT  旧目录
content/15f42db1e9537.nwd  ARCHIVE    DOCUMENT  大纲0 - 石猴
content/035c8b5ca5b10.nwd  ARCHIVE    DOCUMENT  大纲1
content/aeb0810a4b877.nwd  ARCHIVE    DOCUMENT  500
content/379d770c6f3be.nwd  ARCHIVE    DOCUMENT  81-10小卷
content/342ce2e5d8107.nwd  ARCHIVE    DOCUMENT  16-45
content/2f675493eef39.nwd  ARCHIVE    DOCUMENT  16-33
content/d1a99ff51e3e4.nwd  ARCHIVE    DOCUMENT  1-6month
content/c043ecaa8b647.nwd  ARCHIVE    DOCUMENT  双层架构设定251202
content/0d512fa988964.nwd  ARCHIVE    DOCUMENT  取经的意义
content/c6358b499377b.nwd  ARCHIVE    NOTE      81难
content/9cf3bd46af946.nwd  ARCHIVE    DOCUMENT  势力分析
content/be12741655c71.nwd  ARCHIVE    DOCUMENT  薅羊毛
content/d5b162204b267.nwd  ARCHIVE    DOCUMENT  魔改
content/e6a6f781a4a78.nwd  ARCHIVE    DOCUMENT  递进主线
content/f4f68f8d23d87.nwd  ARCHIVE    DOCUMENT  私的分级
content/2bf8fcb2f954a.nwd  ARCHIVE    DOCUMENT  双代码库设定
content/f36a85d5a02f0.nwd  ARCHIVE    DOCUMENT  如来pk
content/08035eb099a12.nwd  ARCHIVE    DOCUMENT  腹黑悟空 × 紫霞特工队
content/3b3de8c067238.nwd  ARCHIVE    DOCUMENT  功法升级
content/0ea6668aec277.nwd  ARCHIVE    NOTE      情关
content/efe839b8b969a.nwd  ARCHIVE    DOCUMENT  天道认知进阶
content/cbc6a2919ad70.nwd  ARCHIVE    DOCUMENT  见天地 见众生 见自己
content/1cd8fffbff8b8.nwd  ARCHIVE    DOCUMENT  三大平台细分
content/4d8d3d4580604.nwd  ARCHIVE    DOCUMENT  鸿蒙
content/9b33486d9bf15.nwd  ARCHIVE    DOCUMENT  花果山和天庭的商业冲突
content/59836183dfe3a.nwd  ARCHIVE    DOCUMENT  天庭架构图
content/210843873b26b.nwd  ARCHIVE    DOCUMENT  搞笑buff
content/20e7137b3540f.nwd  ARCHIVE    DOCUMENT  西游线路
content/92de710fdb2e2.nwd  ARCHIVE    DOCUMENT  半生缘
content/67e0796edc66b.nwd  ARCHIVE    DOCUMENT  菩提
content/7c3d6f928b57e.nwd  ARCHIVE    NOTE      方寸山
content/561488b897656.nwd  ARCHIVE    DOCUMENT  设定
content/7c5418c52238f.nwd  ARCHIVE    DOCUMENT  1000
